text,clean_text,sentiment,emotion
"With all that has been going on in the world, I am glad that our leader takes the time to address us with a message of unity and hope. Thank you, sir :)","With all that has been going on in the world, I am glad that our leader takes the time to address us with a message of unity and hope. Thank you, sir :)",positive,happiness
SALUTE AND RESPECT MR LEE .... HIS SPEECH IS REALLY GOD SENT TO ALL SINGAPOREANS TO BE GRATEFUL AND BLESSED FOR HAVING A GREAT LEADER ... I PRAY THAT WE WILL ALL BE PROTECTED ALWAYS FROM ALL CHALLENGES AHEAD.....ACTUALLY I WAS LIKE LIVING IN FEAR IN THIS COVID19 WORLD AND REALLY HELPLESS AND HOPELESS ABOUT THE FUTURE BUT MR LEE SPEECH GIVES ME THE WILL AND POWER TO KEEP ON LIVING AND BE POSITIVE ABOUT THE OUTLOOK... THANK YOU SIR.,SALUTE AND RESPECT MR LEE .... HIS SPEECH IS REALLY GOD SENT TO ALL SINGAPOREANS TO BE GRATEFUL AND BLESSED FOR HAVING A GREAT LEADER ... I PRAY THAT WE WILL ALL BE PROTECTED ALWAYS FROM ALL CHALLENGES AHEAD.....ACTUALLY I WAS LIKE LIVING IN FEAR IN THIS COVID19 WORLD AND REALLY HELPLESS AND HOPELESS ABOUT THE FUTURE BUT MR LEE SPEECH GIVES ME THE WILL AND POWER TO KEEP ON LIVING AND BE POSITIVE ABOUT THE OUTLOOK... THANK YOU SIR.,neutral,happiness
I was born in Vietnam 🇻🇳 but living in Singapore and become Singapore citizens now .I am proud about my country. 🇸🇬 I love to live in Singapore. And I respect the law .,I was born in Vietnam  but living in Singapore and become Singapore citizens now .I am proud about my country.  I love to live in Singapore. And I respect the law .,positive,love
Pls open up borders,Pls open up borders,neutral,neutral
Thanks Singapore pm..... Singapore government many take care me.....I happy from heart...,Thanks Singapore pm..... Singapore government many take care me.....I happy from heart...,positive,happiness
Thank you Sir,Thank you Sir,positive,neutral
"so, when is the election?","so, when is the election?",neutral,neutral
This was hard to watch 😟,This was hard to watch ,negative,sadness
waiting earnestly for useful info ..... all old or useless info ....... and of course ....... must mentioned the LKY achievements (his fathers achievement) ......,waiting earnestly for useful info ..... all old or useless info ....... and of course ....... must mentioned the LKY achievements (his fathers achievement) ......,neutral,worry
"PM Lee's best TV performance so far in this crisis. He has prepared very well and so looks visually good and positive, and confident. That's what we need from the nation's leader. The color coordination of his shirt and the textured background is quite perfect, and the make-up was professionally done. Kudos to PM Lee for paying close attention to these vital communication details. Thank you.","PM Lee's best TV performance so far in this crisis. He has prepared very well and so looks visually good and positive, and confident. That's what we need from the nation's leader. The color coordination of his shirt and the textured background is quite perfect, and the make-up was professionally done. Kudos to PM Lee for paying close attention to these vital communication details. Thank you.",positive,happiness
Following China-WHO response is a disaster for any economy. Should have done what the Taiwanese have done. No government wants to admit the wrong response deep into it....,Following China-WHO response is a disaster for any economy. Should have done what the Taiwanese have done. No government wants to admit the wrong response deep into it....,negative,worry
I don't know what to make of this.,I don't know what to make of this.,neutral,worry
"Political Trillion Dollars PLandemic, and, Killer Vaccine to boost up Pharmaceutical Business, the 2nd largest Industry around the globe. Money do the talking coz it is a 1st time Trillion Dollar dealing ever. If only Our Lee Kwan Yew around... No countries will dare bring up about quarantine. There will be no Covid, no quarantine, no stupidity in wearing masks. Till this day nobody knows what are masks for and how they work and what is the usage for. Covid Vaccine, the biggest corruption ever to boost Pharmaceutical business and depopulate.","Political Trillion Dollars PLandemic, and, Killer Vaccine to boost up Pharmaceutical Business, the 2nd largest Industry around the globe. Money do the talking coz it is a 1st time Trillion Dollar dealing ever. If only Our Lee Kwan Yew around... No countries will dare bring up about quarantine. There will be no Covid, no quarantine, no stupidity in wearing masks. Till this day nobody knows what are masks for and how they work and what is the usage for. Covid Vaccine, the biggest corruption ever to boost Pharmaceutical business and depopulate.",negative,worry
I like sg government i respect sg g law in singapore i am proud of my self because i stay in singapore i also worker,I like sg government i respect sg g law in singapore i am proud of my self because i stay in singapore i also worker,positive,love
"Support SEP are you sure?  May i know how you going to support those SEP miss 1 or 2 criteria? We can't stand ready. Temporary bridging relief small company not meet the criteria cannot apply, please tell us how Singapore going help this people.","Support SEP are you sure?  May i know how you going to support those SEP miss 1 or 2 criteria? We can't stand ready. Temporary bridging relief small company not meet the criteria cannot apply, please tell us how Singapore going help this people.",neutral,worry
Will be difficult for Singapore being an international hub. Vaccine is still the obvious solution.,Will be difficult for Singapore being an international hub. Vaccine is still the obvious solution.,negative,worry
Pre-election rally?,Pre-election rally?,neutral,neutral
next few years? yikes,next few years? yikes,neutral,neutral
Foreigners n activated trolls to speak for u  is a clear sign u hv failed.,Foreigners n activated trolls to speak for u  is a clear sign u hv failed.,negative,worry
I like your channel LqWU,I like your channel LqWU,positive,love
You  are doing your best. 🙏🙏🙏🙏🙏,You  are doing your best. ,positive,happiness
Don't force us to wear tracking devices!!!,Don't force us to wear tracking devices!!!,neutral,worry
"We can't always like this forever, we need vaccine for this virus too, olse company will close down. Who like to wear mask everyday and who going to employ people in this economic after you finish training ??","We can't always like this forever, we need vaccine for this virus too, olse company will close down. Who like to wear mask everyday and who going to employ people in this economic after you finish training ??",negative,worry
Singapore is a best beautiful place to live. but too many stubborn people alot this covi19 will stay for longer time.,Singapore is a best beautiful place to live. but too many stubborn people alot this covi19 will stay for longer time.,neutral,sadness
someone tell me when phase 1 is ending,someone tell me when phase 1 is ending,neutral,neutral
This virus is a real test on yr capability n ability !   Disappointed !!!,This virus is a real test on yr capability n ability !   Disappointed !!!,negative,sadness
"Thank you! Sir, for your hard works 🌷","Thank you! Sir, for your hard works ",positive,happiness
Singaporeans are blessed with good leaders.,Singaporeans are blessed with good leaders.,positive,happiness
"0:13 ""Community cases have come down"". Today, there was an outbreak infection in school and 100+ quarantined. Link below.\n0:18 ""Situation in migrant worker dormitories stabilized"". True, they have stabilized with few hundred cases a day.\nhttps://sg.news.yahoo.com/covid-19-129-moe-students-staff-on-loa-quarantined-081214026.html","0:13 ""Community cases have come down"". Today, there was an outbreak infection in school and 100+ quarantined. Link below. 0:18 ""Situation in migrant worker dormitories stabilized"". True, they have stabilized with few hundred cases a day. https://sg.news.yahoo.com/covid-19-129-moe-students-staff-on-loa-quarantined-081214026.html",neutral,worry
"Excellent speech. Thank you for all you have done. Needless to say, SG government has been performing well in fighting the Covid-19.🙏🙏🙏","Excellent speech. Thank you for all you have done. Needless to say, SG government has been performing well in fighting the Covid-19.",positive,happiness
Why Civil service so jiak liao bee?,Why Civil service so jiak liao bee?,neutral,neutral
"Man it's time to listen to the people. You don't have to act on everything we say, but I'm fed up with the government charging into what they think is good without looking at the repercussions.","Man it's time to listen to the people. You don't have to act on everything we say, but I'm fed up with the government charging into what they think is good without looking at the repercussions.",negative,hate
Aiyoh...Lee Kuan Yee never wore a pink shirt. You know why? Because he was an old school real man!,Aiyoh...Lee Kuan Yee never wore a pink shirt. You know why? Because he was an old school real man!,neutral,surprise
I love singapore eventhough I am a forigner . Love  all people and pap community,I love singapore eventhough I am a forigner . Love  all people and pap community,positive,love
"Thank you LHL for the meaningless platitudes and self-validating tautologies. \nNow go live in JB, Batam or somewhere else where your talents can be fully recognised. Your service to prostitution is truly groundbreaking according to your paymasters.","Thank you LHL for the meaningless platitudes and self-validating tautologies.  Now go live in JB, Batam or somewhere else where your talents can be fully recognised. Your service to prostitution is truly groundbreaking according to your paymasters.",positive,happiness
"From 1 case to over 37900 cases in 137 days.  Daily new cases in hundreds, no sign of stopping.  U n yr govt hv failed repeatedly.  Let us know yr govt deadline to fix this virus.","From 1 case to over 37900 cases in 137 days.  Daily new cases in hundreds, no sign of stopping.  U n yr govt hv failed repeatedly.  Let us know yr govt deadline to fix this virus.",negative,worry
I'm really appreciate to Singapore PM I love Singapore and Singapore is best country,I'm really appreciate to Singapore PM I love Singapore and Singapore is best country,positive,love
"I was born and grew up in Singapore all my life..  I have never seen a riot,  protest or demonstration on our streets and hope to never see any ...  I just want to live a clean and peaceful life.  \n\nHowever the government needs to listen to people's feedback and concerns.  Continue to hold active & honest dialogues and conversations and consider our feedback seriously.  It's very frustrating when I send a feedback to an agency such as  SMRT only to receive a rather vague and standard response , but after many months,  nothing has been done.  \n\nIt's also frustrating when time and again,  Singaporeans like me are made to feel like 2nd class citizens in my own country when foreigners are favoured by employers.","I was born and grew up in Singapore all my life..  I have never seen a riot,  protest or demonstration on our streets and hope to never see any ...  I just want to live a clean and peaceful life.    However the government needs to listen to people's feedback and concerns.  Continue to hold active & honest dialogues and conversations and consider our feedback seriously.  It's very frustrating when I send a feedback to an agency such as  SMRT only to receive a rather vague and standard response , but after many months,  nothing has been done.    It's also frustrating when time and again,  Singaporeans like me are made to feel like 2nd class citizens in my own country when foreigners are favoured by employers.",negative,worry
Majulah singapura💖💖💖,Majulah singapura,neutral,neutral
"As a Singaporean I'm grateful for what the government have done for its citizen,pr and foreigners...we knew u thriving for the best at its peak...slowly surely and safely !! Thank u ..🇸🇬","As a Singaporean I'm grateful for what the government have done for its citizen,pr and foreigners...we knew u thriving for the best at its peak...slowly surely and safely !! Thank u ..",positive,happiness
I like the comment that countries will fight over the pie to be shared than to expand the pie for all. That is so true.,I like the comment that countries will fight over the pie to be shared than to expand the pie for all. That is so true.,positive,love
Thank u..salute you sir,Thank u..salute you sir,positive,happiness
United Singapore! Thank you sir!,United Singapore! Thank you sir!,positive,happiness
mass manipulation  happening here,mass manipulation  happening here,negative,worry
"Stopped watching at ""We've made good progress"".","Stopped watching at ""We've made good progress"".",positive,relief
Great human. Salute you sir. Allah bless you always.,Great human. Salute you sir. Allah bless you always.,positive,happiness
MR.LEE HL.. Hope you continue to have our back as we'll have yours all the way. 🇸🇬🇸🇬🇸🇬🇸🇬🇸🇬🇸🇬,MR.LEE HL.. Hope you continue to have our back as we'll have yours all the way. ,positive,neutral
when the pools back open???,when the pools back open???,neutral,surprise
Awesome and Encouraging speech Sir 👍👍,Awesome and Encouraging speech Sir ,positive,happiness
"Humble Salutation to Yourself, Sir...","Humble Salutation to Yourself, Sir...",positive,neutral
"Count on me, Singapore. 😊","Count on me, Singapore. ",neutral,neutral
We love Singapore,We love Singapore,positive,love
Proud of you sir. We love Singapore,Proud of you sir. We love Singapore,positive,love
Thank you so much for encouraging us and staying so strong for our country.🇸🇬🙏,Thank you so much for encouraging us and staying so strong for our country.,positive,happiness
DO NOT VOTE PAP.,DO NOT VOTE PAP.,neutral,neutral
long live PAP,long live PAP,neutral,neutral
SG the best,SG the best,positive,happiness
🙏🙏🙏🙏🙏🙏🙏we really appreciate for ur effort to give confidence for the nation.,we really appreciate for ur effort to give confidence for the nation.,positive,happiness
excellent prime minister.,excellent prime minister.,positive,happiness
Thank you Singapore Gov,Thank you Singapore Gov,positive,neutral
Please open the bubble tea shops,Please open the bubble tea shops,neutral,neutral
👍👍👍🇸🇬🇸🇬🇸🇬#sg,#sg,neutral,neutral
How do you public chat,How do you public chat,neutral,neutral
The result speak for itself.,The result speak for itself.,neutral,neutral
Going to Phase 2,Going to Phase 2,neutral,neutral
Live nicely,Live nicely,positive,happiness
First,First,neutral,neutral
